Year	TeamID	Team	AwardTitle	AwardType	AwardSubType	AwardDecision	AwardGroup	AwardIcon
2015	1663	Liceo_Eugenio_Hostos	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1704	Linkoping_Sweden	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1845	London_Biohackspace						
2015	1658	METU_HS_Ankara	Best Applied Design	special		nominee	high-school	
2015	1658	METU_HS_Ankara	Best Education and Public Engagement	special		nominee	high-school	
2015	1658	METU_HS_Ankara	Best Integrated Human Practices	special		nominee	high-school	
2015	1658	METU_HS_Ankara	Best New Composite Part	special		winner	high-school	
2015	1658	METU_HS_Ankara	Best Part Collection	special		winner	high-school	
2015	1658	METU_HS_Ankara	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1606	METU_Turkey						
2015	1705	MIT	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1640	Macquarie_Australia	Best Energy Project	village		nominee	underover	
2015	1640	Macquarie_Australia	Best Model	special		nominee	overgrad	
2015	1640	Macquarie_Australia	Best New Basic Part	special		nominee	overgrad	
2015	1640	Macquarie_Australia	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1670	Manchester-Graz	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1650	Marburg	Best Education and Public Engagement	special		nominee	overgrad	
2015	1650	Marburg	Best Food & Nutrition Project	village		winner	underover	
2015	1650	Marburg	Best Innovation in Measurement	special		winner	overgrad	
2015	1650	Marburg	Best New Composite Part	special		nominee	overgrad	
2015	1650	Marburg	Best Part Collection	special		nominee	overgrad	
2015	1650	Marburg	Best Poster	special		nominee	overgrad	
2015	1650	Marburg	Best Wiki	special		nominee	overgrad	
2015	1650	Marburg	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1843	Michigan						
2015	1785	Michigan_Software	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1608	Mingdao						
2015	1626	Minnesota						
2015	1805	Missouri_Columbia						
2015	1737	Missouri_Rolla	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1787	NAIT_Edmonton	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1694	NCTU_Formosa	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1757	NEAU-China	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1666	NEFU_China	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1649	NJAU_China	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1633	NJU-China	Best Health & Medicine Project	village		nominee	undergrad	https://static.igem.org/websites/common/2025/icons/villages/diagnostics.svg
2015	1633	NJU-China	Best Model	special		nominee	undergrad	
2015	1633	NJU-China	Best Presentation	special		nominee	undergrad	
2015	1633	NJU-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1618	NRP-UEA-Norwich	Best Education and Public Engagement	special		nominee	undergrad	
2015	1618	NRP-UEA-Norwich	Best Food & Nutrition Project	village		nominee	underover	
2015	1618	NRP-UEA-Norwich	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1840	NTNU_Trondheim	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1841	NTU-LIHPAO-Taiwan	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1676	NTU-Singapore	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1789	NUDT_CHINA	Best Part Collection	special		nominee	undergrad	
2015	1789	NUDT_CHINA	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1828	NU_Kazakhstan	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1769	NYMU-Taipei	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1867	NYU-AD	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1756	NYU_Shanghai	Best Poster	special		nominee	undergrad	
2015	1756	NYU_Shanghai	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1653	Nagahama	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1701	Nanjing-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1643	Nanjing_NFLS						
2015	1628	Nankai	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1857	Northeastern_Boston	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1717	OLS_Canmore_AB_CA	Best Education and Public Engagement	special		nominee	high-school	
2015	1717	OLS_Canmore_AB_CA	Best Integrated Human Practices	special		nominee	high-school	
2015	1717	OLS_Canmore_AB_CA	Best Presentation	special		nominee	high-school	
2015	1717	OLS_Canmore_AB_CA	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1679	OUC-China	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1659	Oxford	Best Health & Medicine Project	village		nominee	undergrad	https://static.igem.org/websites/common/2025/icons/villages/diagnostics.svg
2015	1659	Oxford	Best Model	special		nominee	undergrad	
2015	1659	Oxford	Best New Basic Part	special		nominee	undergrad	
2015	1659	Oxford	Best Presentation	special		nominee	undergrad	
2015	1659	Oxford	Best Wiki	special		nominee	undergrad	
2015	1659	Oxford	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1710	PacificU-Oregon						
2015	1678	Paris_Bettencourt	Best Food & Nutrition Project	village		nominee	underover	
2015	1678	Paris_Bettencourt	Best Integrated Human Practices	special		nominee	overgrad	
2015	1678	Paris_Bettencourt	Best Presentation	special		nominee	overgrad	
2015	1678	Paris_Bettencourt	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1707	Paris_Saclay	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1622	Pasteur_Paris	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1689	Peking	Best Health & Medicine Project	village		nominee	undergrad	https://static.igem.org/websites/common/2025/icons/villages/diagnostics.svg
2015	1689	Peking	Best New Composite Part	special		winner	undergrad	
2015	1689	Peking	Best Part Collection	special		winner	undergrad	
2015	1689	Peking	Best Wiki	special		nominee	undergrad	
2015	1689	Peking	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1815	Penn						
2015	1833	Pitt	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1768	Pretoria_UP	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1772	Purdue						
2015	1831	Queens_Canada	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1729	RHIT	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1708	Reading						
2015	1721	Rock_Ridge_Virginia	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1724	SCUT	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1720	SCUT-China	Best Integrated Human Practices	special		nominee	undergrad	
2015	1720	SCUT-China	Best New Composite Part	special		nominee	undergrad	
2015	1720	SCUT-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1796	SCU_China	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1672	SDA-Encinitas						
2015	1638	SDU-Denmark	Best Manufacturing Project	village		nominee	overgrad	
2015	1638	SDU-Denmark	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1839	SF_Bay_Area_DIYBio	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1642	SJTU-BioX-Shanghai	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1759	SJTU-Software	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1793	SKLBC-China						
2015	1794	SKLBC-DGSYZX	Best Supporting Entrepreneurship	special		winner	high-school	
2015	1794	SKLBC-DGSYZX	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1812	SKLPB_China						
2015	1804	SPSingapore	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1814	SVA-NYC	Best Art & Design Project	village		winner	underover	https://static.igem.org/websites/common/2022/icons/village/artanddesign.svg
2015	1814	SVA-NYC	Best Education and Public Engagement	special		nominee	overgrad	
2015	1814	SVA-NYC	Best Integrated Human Practices	special		nominee	overgrad	
2015	1814	SVA-NYC	Best Presentation	special		nominee	overgrad	
2015	1814	SVA-NYC	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1826	SVCE_Chennai	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1591	SYSU-Software	Best Software Project	village		winner	underover	
2015	1591	SYSU-Software	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1641	SYSU_CHINA	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1687	SZMS_15_Shenzhen	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1722	SZU_China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1665	San_Andres	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1869	Santa_Clara	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1778	Scut-Champion-Park	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1607	Shenzhen_SFLS	Best Poster	special		nominee	high-school	
2015	1607	Shenzhen_SFLS	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1744	Sherbrooke	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1667	Shiyan_SY_China	Best Education and Public Engagement	special		winner	high-school	
2015	1667	Shiyan_SY_China	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1669	Slovenia_HS	Best High School Project	village		nominee	high-school	
2015	1669	Slovenia_HS	Best Integrated Human Practices	special		nominee	high-school	
2015	1669	Slovenia_HS	Best Presentation	special		nominee	high-school	
2015	1669	Slovenia_HS	Best Wiki	special		nominee	high-school	
2015	1669	Slovenia_HS	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1692	Stanford-Brown	Best Manufacturing Project	village		winner	undergrad	
2015	1692	Stanford-Brown	Best New Composite Part	special		nominee	undergrad	
2015	1692	Stanford-Brown	Best Part Collection	special		nominee	undergrad	
2015	1692	Stanford-Brown	Best Poster	special		nominee	undergrad	
2015	1692	Stanford-Brown	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1766	Stockholm	Best Health & Medicine Project	village		nominee	overgrad	https://static.igem.org/websites/common/2025/icons/villages/diagnostics.svg
2015	1766	Stockholm	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1810	Stony_Brook	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1736	Sydney_Australia	Best Education and Public Engagement	special		nominee	undergrad	
2015	1736	Sydney_Australia	Best Integrated Human Practices	special		nominee	undergrad	
2015	1736	Sydney_Australia	Best Model	special		nominee	undergrad	
2015	1736	Sydney_Australia	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1610	TAS_Taipei	Best Education and Public Engagement	special		nominee	high-school	
2015	1610	TAS_Taipei	Best High School Project	village		winner	underover	
2015	1610	TAS_Taipei	Best New Composite Part	special		nominee	high-school	
2015	1610	TAS_Taipei	Best Poster	special		nominee	high-school	
2015	1610	TAS_Taipei	Best Presentation	special		nominee	high-school	
2015	1610	TAS_Taipei	Best Wiki	special		winner	high-school	
2015	1610	TAS_Taipei	Finalist	finalist		winner	high-school	
2015	1610	TAS_Taipei	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1610	TAS_Taipei	Grand Prize Winner	grand-prize	winner	winner	high-school	
2015	1727	TCU_Taiwan	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1696	TJU	Best Energy Project	village		winner	underover	
2015	1696	TJU	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1788	TP_CC-SanDiego	Best Poster	special		nominee	high-school	
2015	1788	TP_CC-SanDiego	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1602	TU_Darmstadt	Best Applied Design	special		nominee	overgrad	
2015	1602	TU_Darmstadt	Best Part Collection	special		nominee	overgrad	
2015	1602	TU_Darmstadt	Best Poster	special		nominee	overgrad	
2015	1602	TU_Darmstadt	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1583	TU_Delft	Best Applied Design	special		winner	overgrad	
2015	1583	TU_Delft	Best Hardware Project	village		winner	underover	
2015	1583	TU_Delft	Best Integrated Human Practices	special		nominee	overgrad	
2015	1583	TU_Delft	Best Model	special		nominee	overgrad	
2015	1583	TU_Delft	Best New Composite Part	special		nominee	overgrad	
2015	1583	TU_Delft	Best Part Collection	special		nominee	overgrad	
2015	1583	TU_Delft	Best Wiki	special		winner	overgrad	
2015	1583	TU_Delft	Finalist	finalist		winner	overgrad	
2015	1583	TU_Delft	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1583	TU_Delft	Grand Prize Winner	grand-prize	winner	winner	overgrad	
2015	1781	TU_Dresden	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1761	TU_Eindhoven	Best Education and Public Engagement	special		nominee	undergrad	
2015	1761	TU_Eindhoven	Best Innovation in Measurement	special		winner	undergrad	
2015	1761	TU_Eindhoven	Best Model	special		nominee	undergrad	
2015	1761	TU_Eindhoven	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1852	Tec-Chihuahua						
2015	1734	Tec-Monterrey	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1636	TecCEM	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1629	TecCEM_HS	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1801	Tec_Guadalajara	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1767	Technion_HS_Israel	Best Model	special		winner	high-school	
2015	1767	Technion_HS_Israel	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1674	Technion_Israel	Best Applied Design	special		nominee	overgrad	
2015	1674	Technion_Israel	Best New Application Project	village		winner	overgrad	https://static.igem.org/websites/common/2022/icons/village/newapplication.svg
2015	1674	Technion_Israel	Best New Basic Part	special		nominee	overgrad	
2015	1674	Technion_Israel	Best Presentation	special		nominee	overgrad	
2015	1674	Technion_Israel	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1582	Tianjin	Best New Application Project	village		winner	undergrad	https://static.igem.org/websites/common/2022/icons/village/newapplication.svg
2015	1582	Tianjin	Best New Basic Part	special		winner	undergrad	
2015	1582	Tianjin	Best New Composite Part	special		nominee	undergrad	
2015	1582	Tianjin	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1765	Tokyo-NoKoGen	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1632	Tokyo_Tech	Best Information Processing Project	village		nominee	underover	https://static.igem.org/websites/common/2022/icons/village/informationprocessing.svg
2015	1632	Tokyo_Tech	Best Part Collection	special		nominee	undergrad	
2015	1632	Tokyo_Tech	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1760	Toronto	Best Applied Design	special		nominee	overgrad	
2015	1760	Toronto	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1587	Toulouse	Best Applied Design	special		nominee	undergrad	
2015	1587	Toulouse	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1808	TrinityCollegeDublin	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1797	Tsinghua	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1700	Tsinghua-A	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1680	Tuebingen	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1818	Tufts	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1832	UAI-Chile						
2015	1741	UAM_Poznan	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1823	UB_Indonesia	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1770	UBonn						
2015	1598	UCL	Best New Composite Part	special		nominee	overgrad	
2015	1598	UCL	Best Supporting Entrepreneurship	special		winner	overgrad	
2015	1598	UCL	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1763	UCLA	Best Manufacturing Project	village		nominee	undergrad	
2015	1763	UCLA	Best New Basic Part	special		nominee	undergrad	
2015	1763	UCLA	Best Part Collection	special		nominee	undergrad	
2015	1763	UCLA	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1775	UCSC						
2015	1829	UCSF	Best Information Processing Project	village		winner	underover	https://static.igem.org/websites/common/2022/icons/village/informationprocessing.svg
2015	1829	UCSF	Best Presentation	special		nominee	undergrad	
2015	1829	UCSF	Best Wiki	special		winner	undergrad	
2015	1829	UCSF	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1712	UC_Davis	Best Environment Project	village		nominee	overgrad	
2015	1712	UC_Davis	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1842	UC_San_Diego						
2015	1745	UChicago	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1730	UChile-OpenBio						
2015	1782	UESTC_Software	Best Software Project	village		nominee	underover	
2015	1782	UESTC_Software	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1776	UFMG_Brazil	Best Education and Public Engagement	special		winner	overgrad	
2015	1776	UFMG_Brazil	Best Integrated Human Practices	special		nominee	overgrad	
2015	1620	UFSCar-Brasil	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1635	UGA-Georgia	Best Measurement Project	village		nominee	underover	
2015	1635	UGA-Georgia	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1681	UIUC_Illinois	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1697	UI_Indonesia	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1811	UMBC-Maryland	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1783	UMaryland	Best Model	special		nominee	undergrad	
2015	1783	UMaryland	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1644	UMass-Dartmouth						
2015	1731	UNAM-CU	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1588	UNA_Honduras						
2015	1838	UNC-Chapel_Hill	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1825	UNIK_Copenhagen	Best Environment Project	village		nominee	overgrad	
2015	1825	UNIK_Copenhagen	Best New Composite Part	special		nominee	overgrad	
2015	1825	UNIK_Copenhagen	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1604	UNITN-Trento	Best Energy Project	village		nominee	underover	
2015	1604	UNITN-Trento	Best Innovation in Measurement	special		nominee	undergrad	
2015	1604	UNITN-Trento	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1593	USTC						
2015	1594	USTC-Software	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1784	UST_Beijing						
2015	1631	UT-Tokyo	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1619	UiOslo_Norway	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1851	UlsterU_NWRC_Ireland						
2015	1786	Uniandes_Colombia						
2015	1688	Uppsala	Best Environment Project	village		nominee	overgrad	
2015	1688	Uppsala	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1820	Utah_State	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1742	Valencia_UPV	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1673	Vanderbilt						
2015	1773	Vilnius-Lithuania	Best Foundational Advance Project	village		nominee	underover	
2015	1773	Vilnius-Lithuania	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1600	Virginia	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1647	WHU-China	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1753	WHU-Pharm	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1683	WLC-Milwaukee	Best Education and Public Engagement	special		nominee	undergrad	
2015	1683	WLC-Milwaukee	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1803	WLSA_Shanghai						
2015	1809	WPI-Worcester	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1855	Warwick	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1605	WashU_StLouis	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2015	1711	Washington	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1645	Waterloo	Best Foundational Advance Project	village		nominee	underover	
2015	1645	Waterloo	Best Poster	special		winner	overgrad	
2015	1645	Waterloo	Best Software Tool	special		winner	overgrad	
2015	1645	Waterloo	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1735	Wellesley_TheTech	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1748	Westminster	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1795	William_and_Mary	Best Education and Public Engagement	special		winner	undergrad	
2015	1795	William_and_Mary	Best Measurement Project	village		winner	underover	
2015	1795	William_and_Mary	Best Model	special		nominee	undergrad	
2015	1795	William_and_Mary	Best Presentation	special		winner	undergrad	
2015	1795	William_and_Mary	Finalist	finalist		winner	undergrad	
2015	1795	William_and_Mary	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1795	William_and_Mary	Grand Prize Winner	grand-prize	winner	winner	undergrad	
2015	1824	XJTLU-CHINA	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1856	Yale	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2015	1807	York	Best Supporting Entrepreneurship	special		nominee	undergrad	
2015	1807	York	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1668	ZJU-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2015	1589	Zamorano						
2015	1652	uOttawa	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2016	2044	AHUT_China	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2016	1885	ASIJ_Tokyo	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2016	2058	ATOMS_Turkiye						
2016	2059	AUC_TURKEY						
2016	2020	Aachen	Best Hardware	special		nominee	overgrad	
2016	2020	Aachen	Best New Application Project	village		nominee	overgrad	https://static.igem.org/websites/common/2022/icons/village/newapplication.svg
2016	2020	Aachen	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2016	1907	Aalto-Helsinki	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2016	1917	Ain_Shams-Egypt	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2016	1951	Aix-Marseille	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2016	2145	Alverno_CA	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2016	2033	Arizona_State	Best Foundational Advance Project	village		nominee	overgrad	
2016	2033	Arizona_State	Best Integrated Human Practices	special		nominee	overgrad	
2016	2033	Arizona_State	Best New Basic Part	special		winner	overgrad	
2016	2033	Arizona_State	Best Part Collection	special		winner	overgrad	
2016	2033	Arizona_State	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2016	2097	Austin_UTexas	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2016	2098	Austin_UTexas_LASA						
2016	2026	BGIC_China	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2016	2091	BGU_ISRAEL	Best Applied Design	special		nominee	overgrad	
2016	2091	BGU_ISRAEL	Best Environment Project	village		nominee	overgrad	
2016	2091	BGU_ISRAEL	Best Poster	special		nominee	overgrad	
2016	2091	BGU_ISRAEL	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
