Year	TeamID	Team	AwardTitle	AwardType	AwardSubType	AwardDecision	AwardGroup	AwardIcon
2021	3893	Ecuador	Best Model	special		winner	undergrad	
2021	3893	Ecuador	Best New Composite Part	special		winner	undergrad	
2021	3893	Ecuador	Best Sustainability	special		winner	undergrad	
2021	3893	Ecuador	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3893	Ecuador	Top 10	grand-prize	top	winner	undergrad	
2021	3946	Edinburgh	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4020	Estonia_TUIT	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3766	Evry_Paris-Saclay	Best Wiki	special		nominee	overgrad	
2021	3766	Evry_Paris-Saclay	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3705	Example						
2021	3708	Example_CL						
2021	3706	Example_Commercial						
2021	3707	Example_HS						
2021	3732	FAFU-CHINA	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4065	FCB-UANL	Best Education	special		nominee	undergrad	
2021	4065	FCB-UANL	Best Environment Project	village		winner	undergrad	
2021	4065	FCB-UANL	Best Integrated Human Practices	special		nominee	undergrad	
2021	4065	FCB-UANL	Best Model	special		nominee	undergrad	
2021	4065	FCB-UANL	Best Presentation	special		nominee	undergrad	
2021	4065	FCB-UANL	Best Safety & Security	special		nominee	undergrad	
2021	4065	FCB-UANL	Best Supporting Entrepreneurship	special		nominee	undergrad	
2021	4065	FCB-UANL	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4065	FCB-UANL	Top 10	grand-prize	top	winner	undergrad	
2021	3810	FDR-HB_Peru	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3792	FSU	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3769	FZU-China	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3790	Fudan	Best Inclusivity	special		nominee	undergrad	
2021	3790	Fudan	Best Measurement	special		nominee	undergrad	
2021	3790	Fudan	Best New Basic Part	special		nominee	undergrad	
2021	3790	Fudan	Best Sustainability	special		nominee	undergrad	
2021	3790	Fudan	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4000	Fujian_United	Best Supporting Entrepreneurship	special		nominee	high-school	
2021	4000	Fujian_United	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3842	GA_State_SW_Jiaotong	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3938	GCGS_China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3880	GDSYZX	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3902	GO_Paris-Saclay	Best Inclusivity	special		winner	overgrad	
2021	3902	GO_Paris-Saclay	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4087	GXU-China	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	4063	Gaston_Day_School	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4031	Gifu	Best Wiki	special		nominee	undergrad	
2021	4031	Gifu	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3897	GreatBay_SCIE	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3859	GreatBay_SZ	Best Presentation	special		nominee	high-school	
2021	3859	GreatBay_SZ	Best Wiki	special		nominee	high-school	
2021	3859	GreatBay_SZ	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3859	GreatBay_SZ	Top 10	grand-prize	top	winner	high-school	
2021	3858	GreatBay_United	Best Education	special		nominee	high-school	
2021	3858	GreatBay_United	Best Sustainability	special		nominee	high-school	
2021	3858	GreatBay_United	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3840	Greece_United	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3748	Groningen	Best Education	special		nominee	overgrad	
2021	3748	Groningen	Best Environment Project	village		winner	overgrad	
2021	3748	Groningen	Best Model	special		nominee	overgrad	
2021	3748	Groningen	Best Presentation	special		nominee	overgrad	
2021	3748	Groningen	Best Wiki	special		nominee	overgrad	
2021	3748	Groningen	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3748	Groningen	Top 10	grand-prize	top	winner	overgrad	
2021	4058	Guelph						
2021	4032	Gunma	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3923	HKBU						
2021	4041	HKIS	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4061	HKUST	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3816	HK_CPU-WFN-WYY	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3787	HK_GTC	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3776	HK_SSC	Best Presentation	special		winner	high-school	
2021	3776	HK_SSC	Best Wiki	special		nominee	high-school	
2021	3776	HK_SSC	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3711	HUST-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3712	HUST2-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3733	HZAU-China	Best Diagnostics Project	village		nominee	overgrad	https://static.igem.org/websites/common/2025/icons/villages/diagnostics.svg
2021	3733	HZAU-China	Best Education	special		nominee	overgrad	
2021	3733	HZAU-China	Best Measurement	special		nominee	overgrad	
2021	3733	HZAU-China	Best Model	special		winner	overgrad	
2021	3733	HZAU-China	Best New Composite Part	special		nominee	overgrad	
2021	3733	HZAU-China	Best Part Collection	special		nominee	overgrad	
2021	3733	HZAU-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3733	HZAU-China	Top 10	grand-prize	top	winner	overgrad	
2021	3846	Hamburg	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4066	Harvard						
2021	3963	Heidelberg	Best New Composite Part	special		nominee	overgrad	
2021	3963	Heidelberg	Best Software Tool	special		nominee	overgrad	
2021	3963	Heidelberg	Best Therapeutics Project	village		nominee	overgrad	
2021	3963	Heidelberg	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3978	HiZJU-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3988	Hong_Kong_HKU	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3746	Hong_Kong_JSS	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3718	Hong_Kong_UCCKE	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3973	Hopkins	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3861	Humboldt_Berlin	Best Model	special		nominee	overgrad	
2021	3861	Humboldt_Berlin	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3867	ICJFLS	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3971	IISER-Pune-India	Best Biomanufacturing Project	village		nominee	undergrad	
2021	3971	IISER-Pune-India	Best Education	special		nominee	undergrad	
2021	3971	IISER-Pune-India	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3889	IISER-Tirupati_India	Best Education	special		nominee	undergrad	
2021	3889	IISER-Tirupati_India	Best Inclusivity	special		nominee	undergrad	
2021	3889	IISER-Tirupati_India	Best Integrated Human Practices	special		nominee	undergrad	
2021	3889	IISER-Tirupati_India	Best New Application Project	village		nominee	undergrad	https://static.igem.org/websites/common/2022/icons/village/newapplication.svg
2021	3889	IISER-Tirupati_India	Best Safety & Security	special		nominee	undergrad	
2021	3889	IISER-Tirupati_India	Best Sustainability	special		nominee	undergrad	
2021	3889	IISER-Tirupati_India	Best Wiki	special		nominee	undergrad	
2021	3889	IISER-Tirupati_India	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3982	IISER_Berhampur	Best Diagnostics Project	village		nominee	undergrad	https://static.igem.org/websites/common/2025/icons/villages/diagnostics.svg
2021	3982	IISER_Berhampur	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3848	IISER_Bhopal	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3799	IISER_Kolkata	Best Inclusivity	special		nominee	undergrad	
2021	3799	IISER_Kolkata	Best New Composite Part	special		nominee	undergrad	
2021	3799	IISER_Kolkata	Best Supporting Entrepreneurship	special		nominee	undergrad	
2021	3799	IISER_Kolkata	Best Therapeutics Project	village		nominee	undergrad	
2021	3799	IISER_Kolkata	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3744	IISER_Mohali						
2021	3979	IISER_TVM	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3765	IISc-Bangalore	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4056	IOANNINA	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3933	Ionis_Paris	Best Diagnostics Project	village		nominee	undergrad	https://static.igem.org/websites/common/2025/icons/villages/diagnostics.svg
2021	3933	Ionis_Paris	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3940	Istanbul_Tech						
2021	3980	Istanbul_United						
2021	3829	IvyMaker-China	Best New Basic Part	special		nominee	high-school	
2021	3829	IvyMaker-China	Best New Composite Part	special		nominee	high-school	
2021	3829	IvyMaker-China	Best Presentation	special		winner	high-school	
2021	3829	IvyMaker-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4070	Ivy_Tech_Indiana_USA						
2021	3803	Jiangnan_China	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	4081	Jianhua	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3883	Jilin_China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3915	KAIT_Japan						
2021	3729	KCIS_NewTaipei	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3794	KCL_UK	Best Education	special		nominee	undergrad	
2021	3794	KCL_UK	Best Integrated Human Practices	special		nominee	undergrad	
2021	3794	KCL_UK	Best Presentation	special		winner	undergrad	
2021	3794	KCL_UK	Best Supporting Entrepreneurship	special		nominee	undergrad	
2021	3794	KCL_UK	Best Therapeutics Project	village		nominee	undergrad	
2021	3794	KCL_UK	Best Wiki	special		nominee	undergrad	
2021	3794	KCL_UK	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4015	KEYSTONE	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3837	KUAS_Korea						
2021	3807	KU_Leuven	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3824	Korea_HS	Best Inclusivity	special		winner	high-school	
2021	3824	Korea_HS	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3824	Korea_HS	iGEMers Prize	special		winner	all	
2021	3815	Kyoto	Best Software Tool	special		nominee	undergrad	
2021	3815	Kyoto	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4011	LINKS_China	Best Hardware	special		nominee	high-school	
2021	4011	LINKS_China	Best Integrated Human Practices	special		nominee	high-school	
2021	4011	LINKS_China	Best Measurement	special		nominee	high-school	
2021	4011	LINKS_China	Best Model	special		nominee	high-school	
2021	4011	LINKS_China	Best New Basic Part	special		winner	high-school	
2021	4011	LINKS_China	Best New Composite Part	special		winner	high-school	
2021	4011	LINKS_China	Best Part Collection	special		winner	high-school	
2021	4011	LINKS_China	Best Presentation	special		nominee	high-school	
2021	4011	LINKS_China	Best Supporting Entrepreneurship	special		winner	high-school	
2021	4011	LINKS_China	Best Sustainability	special		nominee	high-school	
2021	4011	LINKS_China	Best Wiki	special		winner	high-school	
2021	4011	LINKS_China	Finalist	finalist		nominee	high-school	
2021	4011	LINKS_China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4011	LINKS_China	Grand Prize Winner	grand-prize	winner	winner	high-school	
2021	4011	LINKS_China	Top 10	grand-prize	top	winner	high-school	
2021	4044	LMSU	Best Food & Nutrition Project	village		nominee	undergrad	
2021	4044	LMSU	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3760	LZU-CHINA	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3986	LZU-HS-CHINA	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3725	Lambert_GA	Best Education	special		nominee	high-school	
2021	3725	Lambert_GA	Best Hardware	special		nominee	high-school	
2021	3725	Lambert_GA	Best Integrated Human Practices	special		winner	high-school	
2021	3725	Lambert_GA	Best Measurement	special		nominee	high-school	
2021	3725	Lambert_GA	Best Model	special		nominee	high-school	
2021	3725	Lambert_GA	Best Safety & Security	special		nominee	high-school	
2021	3725	Lambert_GA	Best Sustainability	special		nominee	high-school	
2021	3725	Lambert_GA	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3725	Lambert_GA	Top 10	grand-prize	top	winner	high-school	
2021	3962	Leiden	Best Safety & Security	special		winner	overgrad	
2021	3962	Leiden	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3738	Lethbridge	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3907	Lethbridge_HS	Best Presentation	special		nominee	high-school	
2021	3907	Lethbridge_HS	Best Wiki	special		nominee	high-school	
2021	3907	Lethbridge_HS	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3892	Linkoping_Sweden	Best Environment Project	village		nominee	overgrad	
2021	3892	Linkoping_Sweden	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4025	Lubbock_TTU	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3955	Lund	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3726	MADRID_UCM	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4049	MEPhI	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3942	MIPT_MSU	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4074	MIT	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3721	MIT_MAHE	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3947	MSP-Maastricht	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4051	MTU-CORK	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3710	Manchester	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3758	Marburg	Best Education	special		winner	overgrad	
2021	3758	Marburg	Best Foundational Advance Project	village		winner	overgrad	
2021	3758	Marburg	Best Integrated Human Practices	special		winner	overgrad	
2021	3758	Marburg	Best Measurement	special		winner	overgrad	
2021	3758	Marburg	Best New Basic Part	special		winner	overgrad	
2021	3758	Marburg	Best New Composite Part	special		winner	overgrad	
2021	3758	Marburg	Best Part Collection	special		nominee	overgrad	
2021	3758	Marburg	Best Plant Synthetic Biology	special		nominee	underover	
2021	3758	Marburg	Best Presentation	special		winner	overgrad	
2021	3758	Marburg	Best Safety & Security	special		winner	overgrad	
2021	3758	Marburg	Best Software Tool	special		winner	overgrad	
2021	3758	Marburg	Best Sustainability	special		winner	overgrad	
2021	3758	Marburg	Best Wiki	special		nominee	overgrad	
2021	3758	Marburg	Finalist	finalist		nominee	overgrad	
2021	3758	Marburg	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3758	Marburg	Grand Prize Winner	grand-prize	winner	winner	overgrad	
2021	3758	Marburg	Top 10	grand-prize	top	winner	overgrad	
2021	3758	Marburg	iGEMers Prize	special		winner	all	
2021	4010	McMaster	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4097	Metro_Shanghai						
2021	4047	MiamiU_OH	Best Food & Nutrition Project	village		nominee	undergrad	
2021	4047	MiamiU_OH	Best Plant Synthetic Biology	special		nominee	underover	
2021	4047	MiamiU_OH	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4037	Michigan	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3719	MichiganState	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4022	Mines	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3728	Mingdao	Best Education	special		nominee	high-school	
2021	3728	Mingdao	Best Measurement	special		winner	high-school	
2021	3728	Mingdao	Best Model	special		nominee	high-school	
2021	3728	Mingdao	Best New Basic Part	special		nominee	high-school	
2021	3728	Mingdao	Best New Composite Part	special		nominee	high-school	
2021	3728	Mingdao	Best Part Collection	special		nominee	high-school	
2021	3728	Mingdao	Best Supporting Entrepreneurship	special		nominee	high-school	
2021	3728	Mingdao	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3728	Mingdao	Top 10	grand-prize	top	winner	high-school	
2021	3800	Missouri_Miners						
2021	3845	Moscow	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4088	Moscow_City	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3735	NAU-CHINA	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3928	NAWI-Graz	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3830	NCHU_Taichung	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3771	NCKU_Tainan	Best Education	special		nominee	overgrad	
2021	3771	NCKU_Tainan	Best Hardware	special		nominee	overgrad	
2021	3771	NCKU_Tainan	Best Sustainability	special		nominee	overgrad	
2021	3771	NCKU_Tainan	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3736	NCTU_Formosa	Best New Composite Part	special		nominee	undergrad	
2021	3736	NCTU_Formosa	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3886	NDNF_China	Best Integrated Human Practices	special		nominee	high-school	
2021	3886	NDNF_China	Best New Composite Part	special		nominee	high-school	
2021	3886	NDNF_China	Best Presentation	special		nominee	high-school	
2021	3886	NDNF_China	Best Safety & Security	special		winner	high-school	
2021	3886	NDNF_China	Best Wiki	special		nominee	high-school	
2021	3886	NDNF_China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3886	NDNF_China	Top 10	grand-prize	top	winner	high-school	
2021	4072	NDSU	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3894	NEFU_China	Best Diagnostics Project	village		winner	undergrad	https://static.igem.org/websites/common/2025/icons/villages/diagnostics.svg
2021	3894	NEFU_China	Best New Basic Part	special		nominee	undergrad	
2021	3894	NEFU_China	Best Part Collection	special		nominee	undergrad	
2021	3894	NEFU_China	Best Presentation	special		nominee	undergrad	
2021	3894	NEFU_China	Best Wiki	special		winner	undergrad	
2021	3894	NEFU_China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3896	NEU_CHINA	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3951	NEYCFLS_China						
2021	4077	NIT_Warangal	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3873	NJMU-China	Best Inclusivity	special		nominee	undergrad	
2021	3873	NJMU-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3753	NJTech_China	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3756	NJU-China	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4040	NMU_China	Best Part Collection	special		nominee	undergrad	
2021	4040	NMU_China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3868	NNU-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3994	NOFLS_YZ	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	4045	NOLA						
2021	4017	NOVA_LxPortugal	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3937	NPU-CHINA	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3835	NTHU_Taiwan	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3762	NTNU-Trondheim	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4053	NTU-Singapore	Best Supporting Entrepreneurship	special		nominee	overgrad	
2021	4053	NTU-Singapore	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4016	NUDT_CHINA	Best Foundational Advance Project	village		nominee	undergrad	
2021	4016	NUDT_CHINA	Best Part Collection	special		nominee	undergrad	
2021	4016	NUDT_CHINA	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4016	NUDT_CHINA	Top 10	grand-prize	top	winner	undergrad	
2021	3927	NUS_Singapore	Best Biomanufacturing Project	village		winner	undergrad	
2021	3927	NUS_Singapore	Best Hardware	special		nominee	undergrad	
2021	3927	NUS_Singapore	Best Integrated Human Practices	special		nominee	undergrad	
2021	3927	NUS_Singapore	Best Model	special		nominee	undergrad	
2021	3927	NUS_Singapore	Best Part Collection	special		winner	undergrad	
2021	3927	NUS_Singapore	Best Presentation	special		nominee	undergrad	
2021	3927	NUS_Singapore	Best Wiki	special		winner	undergrad	
2021	3927	NUS_Singapore	Finalist	finalist		nominee	undergrad	
2021	3927	NUS_Singapore	First Runner Up	grand-prize	first-runner-up	winner	undergrad	
2021	3927	NUS_Singapore	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3927	NUS_Singapore	Top 10	grand-prize	top	winner	undergrad	
2021	4083	NU_Kazakhstan	Best Environment Project	village		nominee	undergrad	
2021	4083	NU_Kazakhstan	Best Inclusivity	special		nominee	undergrad	
2021	4083	NU_Kazakhstan	Best Sustainability	special		nominee	undergrad	
2021	4083	NU_Kazakhstan	Best Wiki	special		nominee	undergrad	
2021	4083	NU_Kazakhstan	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4083	NU_Kazakhstan	Top 10	grand-prize	top	winner	undergrad	
2021	3722	NWU-CHINA-A	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3779	NWU-CHINA-B	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4060	NYCU-Taipei	Best Presentation	special		nominee	undergrad	
2021	4060	NYCU-Taipei	Best Therapeutics Project	village		nominee	undergrad	
2021	4060	NYCU-Taipei	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4079	NYC_B1O	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	4082	NYU_Abu_Dhabi	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	4039	NYU_New_York	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3731	Nanjing-China	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3964	Nanjing_NFLS	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4003	Nanjing_high-school	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3811	Nantes	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3931	Navarra_BG	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3948	North_Texas						
2021	3957	Northern_BC	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3777	OUC-China						
2021	3785	OUC-R	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3783	OhioState	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4103	Open_Science_Global	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3786	Paris_Bettencourt	Best Biomanufacturing Project	village		winner	overgrad	
2021	3786	Paris_Bettencourt	Best Hardware	special		nominee	overgrad	
2021	3786	Paris_Bettencourt	Best Integrated Human Practices	special		nominee	overgrad	
2021	3786	Paris_Bettencourt	Best Wiki	special		nominee	overgrad	
2021	3786	Paris_Bettencourt	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	3839	Patras	Best Inclusivity	special		nominee	overgrad	
2021	3839	Patras	Bronze	medal	bronze	winner		https://static.igem.org/websites/common/2023/icons/medal-bronze-flat.svg
2021	3961	Phystech_Moscow						
2021	3953	Pittsburgh						
2021	3863	PuiChing_Macau	Gold	medal	gold	winner		https://static.igem.org/websites/common/2023/icons/medal-flat.svg
2021	4008	Purdue	Best Diagnostics Project	village		nominee	overgrad	https://static.igem.org/websites/common/2025/icons/villages/diagnostics.svg
2021	4008	Purdue	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
2021	3797	QHFZ						
2021	3720	Qdai	Silver	medal	silver	winner		https://static.igem.org/websites/common/2023/icons/medal-silver-flat.svg
